"CASE";"SERIAL";"REF";"QUESTNNR";"MODE";"STARTED";"DM01";"DM01_07";"DM01_08";"DM02_01";"DM05";"DM06";"DM06_01";"DM06_02";"DM06_03";"DM06_04";"DM06_05";"DM06_06";"DM06_07";"DM06_08";"DM06_09";"DM06_10";"DM06_11";"DM06_11a";"DM07";"DM07_01";"DM07_02";"DM07_03";"DM07_04";"DM07_05";"O101_01";"O101_02";"O101_12";"O101_03";"O101_04";"O101_16";"O101_05";"O101_15";"O101_06";"O101_07";"O101_08";"O101_17";"O102_01";"O102_02";"O103_01";"O103_02";"O103_03";"O103_04";"O103_05";"O103_06";"S101";"S101_01";"S101_02";"S101_03";"S101_04";"S101_06";"S101_06a";"S103";"S110";"S104";"S104_01";"S104_02";"S104_03";"S104_04";"S104_05";"S104_07";"S104_08";"S104_09";"S104_09a";"S105";"S105_01";"S105_02";"S105_03";"S105_04";"S105_04a";"S111";"S111s";"S106";"S106_01";"S106_02";"S106_03";"S106_04";"S106_05";"S106_06";"S112";"S112_01";"S112_02";"S112_03";"S112_04";"S112_05";"S112_06";"S112_07";"S112_08";"S112_08a";"S113";"S201_02";"S201_03";"S201_04";"S201_06";"S201_09";"S201_01";"S201_10";"S202";"S203";"S203_01";"S203_02";"S203_03";"S203_04";"S203_08";"S203_07";"S203_05";"S203_06";"S203_06a";"S204_01";"TIME001";"TIME002";"TIME003";"TIME004";"TIME005";"TIME006";"TIME_SUM";"MAILSENT";"LASTDATA";"FINISHED";"Q_VIEWER";"LASTPAGE";"MAXPAGE";"MISSING";"MISSREL";"TIME_RSI";"DEG_TIME"
687;;;"base";"interview";2021-03-11 11:09:21;4;;;"20";5;1;2;1;1;1;1;1;1;1;1;1;1;;2;2;2;1;1;1;3;6;3;6;2;5;4;6;1;6;3;1;2;2;6;6;6;6;6;3;1;1;2;1;1;1;;3;4;1;1;1;1;2;1;1;1;1;;-1;1;1;1;1;;-1;;1;1;1;1;1;1;2;-2;1;1;1;1;1;1;1;1;;5;6;1;1;1;1;1;6;1;3;1;1;1;1;2;2;2;1;;;12;39;11;142;65;61;330;;2021-03-11 11:14:51;1;0;6;6;2;2;2.04;52
689;;;"base";"interview";2021-03-11 11:37:01;3;;;"18";5;1;1;1;1;1;1;1;1;1;1;1;2;"Hydrogeology / Groundwater Management";1;1;2;1;1;1;5;2;3;6;5;3;6;4;3;6;6;3;2;1;2;3;4;4;4;5;2;2;1;2;1;1;;3;4;2;1;1;1;2;1;1;2;1;;-1;1;1;1;1;;-1;;2;1;2;1;1;1;2;-2;1;1;1;1;1;1;1;1;;2;6;4;5;-1;-1;3;4;4;-3;1;1;1;1;1;1;1;1;;"Open Repositories; Foster Open Source as good practice";6;77;29;370;130;134;746;;2021-03-11 11:49:27;1;0;6;6;0;0;1.21;15
690;;;"base";"interview";2021-03-11 11:39:38;3;;;"7";4;2;2;1;1;1;1;2;1;1;1;1;1;;2;2;2;1;1;1;3;5;4;4;3;2;4;3;3;4;4;1;2;1;5;5;4;5;6;3;1;2;1;1;1;1;;2;4;3;2;1;1;2;2;1;1;1;;1;1;2;1;1;;-2;"none";2;1;2;2;1;1;1;2;1;1;1;2;1;1;2;1;;3;2;5;4;4;5;5;5;1;1;1;1;1;1;1;1;1;2;"Supervisor opposition ";"Be honest";4;52;25;97;94;151;423;;2021-03-11 11:46:41;1;0;6;6;0;0;1.72;40
691;;;"base";"interview";2021-03-11 11:47:34;4;;;"20";3;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;2;1;1;1;1;2;3;2;3;3;4;6;4;5;4;1;1;1;3;5;6;5;4;3;3;1;2;2;2;1;;3;-2;-1;1;1;1;1;1;1;1;1;;1;2;1;1;1;;-2;"GPL";1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;;4;5;5;3;2;2;5;5;4;2;1;2;1;1;2;1;1;1;;"Value more in CVs as peer revirewed publications code publications, code repositories, documentation writing ...
Provide more founding for this in applied science research poposals.
Need to have permanent staff in research institutions to support researcher for code reviewing documenting sharing.";7;52;30;164;138;251;642;;2021-03-11 11:58:16;1;0;6;6;0;0;1.23;15
692;;;"base";"interview";2021-03-11 11:47:38;3;;;"6";3;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;2;1;1;1;1;1;3;1;1;1;5;6;5;6;5;2;2;1;4;6;6;5;4;5;3;2;1;2;1;2;"MPI";2;2;1;1;1;1;2;1;1;1;1;;-1;1;1;1;1;;-2;"none";1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;;4;6;3;3;6;5;1;2;1;4;2;2;1;1;2;1;2;1;;"not idea";8;29;45;167;99;97;445;;2021-03-11 11:55:03;1;0;6;6;0;0;1.57;31
693;;;"base";"interview";2021-03-11 11:58:02;7;"Asssistant Professor13";;"13";6;4;2;1;1;1;1;2;1;1;2;2;1;;1;1;1;2;1;1;5;2;5;6;2;5;5;5;5;3;-1;-1;1;2;2;2;2;6;6;2;2;1;1;2;2;1;;4;5;2;1;1;1;2;1;1;2;1;;1;1;1;2;1;;-1;;1;1;1;2;1;1;1;-1;1;1;1;1;1;1;1;1;;5;5;-1;-1;-1;-1;-1;-1;3;-3;1;1;1;1;1;1;1;1;;"Continous training is very important for aweraness creation. ";16;101;4;185;145;96;547;;2021-03-11 12:07:09;1;0;6;6;0;0;1.39;62
696;;;"base";"interview";2021-03-11 12:45:22;9;;;"18";7;2;2;2;1;1;1;1;1;1;1;1;1;;1;1;2;1;1;1;5;2;1;5;5;4;3;4;4;5;4;4;2;2;3;3;2;5;5;5;1;1;1;1;1;2;"Matlab";1;2;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-1;;2;1;1;2;1;1;2;-1;1;1;1;1;1;1;1;1;;2;5;5;3;-1;4;4;4;4;3;1;2;1;2;1;1;2;1;;"Run collective projects trying to reproduce selected studies";4;114;41;398;173;248;978;;2021-03-11 13:01:40;1;0;6;6;0;0;1.07;21
697;;;"base";"interview";2021-03-11 12:54:32;2;;;"3";3;1;1;1;1;1;1;1;1;1;1;1;2;"Sociotechnical modelling";1;1;2;1;1;1;6;3;3;6;6;5;5;4;4;5;5;2;2;2;5;4;3;6;5;2;2;1;1;2;1;2;"Stella";2;-2;1;1;1;1;2;1;1;1;1;;-1;1;1;1;1;;-2;"none";2;1;1;1;1;2;2;1;1;1;1;2;1;1;1;1;;2;5;6;5;-1;6;5;5;1;1;1;1;1;1;1;1;2;1;;"Publish matehenatical models.";11;91;81;333;513;142;1171;;2021-03-11 13:14:03;1;0;6;6;0;0;0.74;3
700;;;"base";"interview";2021-03-11 13:16:34;1;;;"25";1;2;1;1;1;1;1;1;1;2;1;2;1;;1;1;1;1;2;1;2;5;6;-1;5;1;3;-1;-1;6;6;1;2;2;5;5;3;3;2;2;3;2;2;2;1;1;;1;2;3;1;2;2;1;1;1;2;1;;3;2;2;2;1;;-2;"GPL, MIT, Apache";4;1;2;1;2;2;2;6;2;2;2;2;2;2;1;1;;-1;6;5;5;5;4;6;6;3;4;2;1;1;1;2;2;2;1;;"no ideas";10;93;23;201;3175;88;577;;2021-03-11 14:16:25;1;0;6;6;0;0;1.04;12
704;;;"base";"interview";2021-03-11 13:35:11;5;;;"31";5;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;2;1;1;1;2;5;5;5;2;3;6;6;3;6;4;2;2;2;5;5;5;5;4;3;3;1;2;2;2;1;;3;5;2;1;1;2;1;1;1;2;1;;2;2;2;1;1;;-2;"GNU General Public License (GPL), BSD 3-Clause";2;1;2;1;1;1;2;4;1;2;1;2;2;2;1;1;;3;5;5;4;3;3;4;4;3;-1;1;1;1;1;1;1;1;1;;"A lot.  It is hard to summarize ideas succinctly in a comment like this, but see 
https://doi.org/10.1016/j.envsoft.2020.104888
http://doi.org/10.1016/j.envsoft.2019.03.020
http://dx.doi.org/10.1016/j.envsoft.2020.104753
https://doi.org/10.1061/(ASCE)WR.1943-5452.0001215";9;66;45;170;175;241;706;;2021-03-11 13:46:57;1;0;6;6;0;0;1.01;7
708;;;"base";"interview";2021-03-11 13:55:47;9;;;"15";3;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;2;1;1;1;4;5;5;6;3;3;6;1;1;6;6;1;1;1;1;5;4;6;5;3;2;1;2;1;1;2;"OpenFOAM";1;4;1;1;1;1;1;1;1;1;2;"Validation by comparison of numercial results with analytical solution or code-to-code intercomparison";-1;1;1;1;1;;-2;"GPL";3;1;1;2;2;1;2;1;1;1;1;2;1;1;1;1;;3;6;6;6;-1;6;6;6;4;-1;1;1;1;1;1;1;1;1;;"All the inputs used for the computation must be rigorously described, and also the methodology for make sure that the produced results are correct (e.g.: convergence studies in CFD)";46;45;34;171;182;119;597;;2021-03-11 14:05:44;1;0;6;6;0;0;1.03;9
712;;;"base";"interview";2021-03-11 14:29:36;5;;;"55";5;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;2;1;1;1;1;6;3;3;2;1;6;6;4;6;6;1;2;2;6;5;3;5;5;5;3;2;1;1;2;2;"Matlab";3;-2;1;1;1;1;1;2;1;1;1;;-1;1;1;1;1;;-1;;3;1;1;1;2;2;2;-1;1;1;1;1;1;1;1;1;;3;1;1;1;1;1;4;4;4;3;2;1;1;1;1;2;2;1;;"Thanks for taking up the idea. Really important  issue. However for me reproducibility in modelling in hydrology would not mean just coding issues, the questionnaire is a bit biased toward formal criteria concerning coding. Reproducibility of research in mathematical modelling (including statistical models) in   hydrology is a  more complex issue.  I doubt, that even being offered the codes, all raw data and a detailed  description of the work done, it would be easy to reproduce someones results nowadays. These include subjective interpretations  of partial results and decisions taken based on these. Hydrology is not a lab science.  ";16;106;35;239;226;611;1233;;2021-03-11 14:50:09;1;0;6;6;0;0;0.7;0
714;;;"base";"interview";2021-03-11 14:38:18;3;;;"11";5;1;2;1;1;1;1;1;1;1;1;1;1;;3;2;1;2;1;2;2;5;5;6;4;1;5;3;3;6;6;1;2;1;5;5;3;5;3;4;1;1;1;1;2;1;;2;5;3;1;1;2;2;2;1;1;1;;1;2;1;1;1;;-1;;5;1;2;2;2;2;2;-1;1;1;1;1;1;1;1;1;;-1;6;2;6;6;6;6;6;3;-3;1;1;1;1;1;1;1;1;;"One challenge that I see with reproducibility is the need for openly accessible data. Individuals who fund field campaigns that generate data feel somewhat ""used"" by modellers who do not obtain funding to generate data and in some cases expect that all data should be freely available. Essentially, if one researcher goes through the trouble of collecting and funding data why should the rewards of their efforts go to others before they have had the opportunity of fully exploiting that data. Additionally, if you put a temporal embargo on data availability so that data is private for some duration this may prevent students or PIs from publishing findings involving that data within that time period because of journal data sharing requirements. Perhaps using synthetic data is an option for demonstrating analysis and validity without exploiting data generators. ";27;39;4;118;107;358;653;;2021-03-11 14:49:11;1;0;6;6;0;0;1.49;73
715;;;"base";"interview";2021-03-11 14:39:56;5;;;"40";2;2;2;1;1;1;1;1;1;1;2;1;1;;1;1;2;1;1;1;4;3;2;5;5;5;-1;2;2;6;4;2;2;2;5;4;4;5;5;4;1;1;1;1;1;2;"Delphi";2;4;1;1;1;1;2;1;1;1;1;;-1;1;1;1;1;;-2;"none";1;1;1;1;1;1;2;-2;1;1;1;1;1;1;1;1;;3;3;1;1;3;1;1;1;1;2;1;2;1;1;1;1;1;2;"The exceutable files are available on the web as a package that is regularly updated";"I am not really sure why you think this is necessary";191;66;19;160;152;127;538;;2021-03-11 14:51:51;1;0;6;6;0;0;1.04;10
716;;;"base";"interview";2021-03-11 14:46:02;9;;;"20";1;2;2;1;1;1;1;2;1;1;1;1;1;;1;1;2;1;1;1;3;5;5;4;5;1;5;5;2;5;4;1;2;2;5;5;2;6;6;1;2;1;2;2;1;1;;3;4;-1;1;1;1;1;1;1;1;1;;1;2;1;1;1;;-2;"GPLv3";1;1;1;1;1;1;2;2;1;1;1;2;2;1;1;1;;3;6;6;6;3;4;4;5;1;-1;1;1;1;1;1;1;1;1;;"-";18;71;87;215;197;89;677;;2021-03-11 14:57:19;1;0;6;6;0;0;0.93;7
717;;;"base";"interview";2021-03-11 14:49:52;2;;;"3";2;1;2;1;1;1;1;1;1;1;1;1;1;;2;1;2;2;1;1;2;6;5;5;5;4;5;1;1;6;6;1;1;1;5;6;4;4;3;5;1;1;1;2;1;1;;1;2;3;2;2;1;2;1;1;1;1;;1;2;1;1;1;;-2;"Apache 2.0";1;1;1;1;1;1;2;4;2;1;1;2;2;1;2;1;;1;3;4;6;5;5;6;6;3;-1;1;1;1;1;1;1;1;1;;"The computational cost of replicating a global, continental, large-sample hydrological studies is too high. A sollution would be to create a demonstration dataset, which is a subset of the whole study, for testing reproducibility.  ";7;48;6;116;140;190;507;;2021-03-11 14:58:19;1;0;6;6;0;0;1.69;54
719;;;"base";"interview";2021-03-11 15:13:57;5;;;"27";3;4;2;2;1;2;1;1;1;1;1;2;1;;3;2;2;2;1;1;4;1;3;4;6;6;5;1;2;4;6;5;2;2;6;4;3;2;6;6;3;2;1;1;2;2;"PERL, MatLab, Pascal";2;-2;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-1;;2;1;2;1;1;1;2;-2;1;1;1;1;1;1;1;1;;3;6;1;5;3;3;4;4;1;1;1;1;1;1;1;1;1;2;"most of software has been developped during non-paid time and/or for personal consulting purposes. Some concern on giving away ""for free"" all of this immense invested non-paid time. Further, my code is relatively simple.";"I am not so sure that in our field reproducibility MUST be a condition for publication. It is not only a matter of considering the code. It works with data, which, depending on several circumstances, might have been acquired to a very high cost in financial and physical terms. Sharing this data might have certain non-convenient related aspects. For instance, multiple analyses might be associated to a unique data set. Writing a manuscript, depending on job-related conditions, may take a while. In the meanwhile, between a published work instant, some other research group might be working with ""your"" data and publish one of your ideas, before you, who actually collected the data; all of this, just because for publishing your past research you were obliged to share all of your data and code just because of ""reproducibility"". Further, it is my oppinion that ""doubting"" on our research results just because we do not share everything, including software and data, is not that  correct, nor that logical. Shall we doubt on what has been already published?... on the work of Beven, Refsgaard, Abbot, etc (hydrology)? Beven have shared TOPMODEL, most probably becasuse he was always interested in so, but al;so because its original development was financed explicitly with that purpose in mind... The Danish effort of Abbot and Refsgaard, MIKE SHE, is commercial... what will happen when I do research with a commercial software and cannot share it... even if I share the data, the research won't be 100% replicable.... does it mean that the research is bad and as such non-publicable? ";140;267;94;326;509;4440;1363;;2021-03-11 16:50:14;1;0;6;6;0;0;0.27;0
721;;;"base";"interview";2021-03-11 15:29:38;7;"research scientist";;"14";5;2;2;1;1;1;1;1;2;1;1;1;1;;1;1;1;2;1;1;2;6;5;4;6;2;5;3;3;6;5;3;1;2;5;6;4;6;6;2;2;1;1;1;2;2;"Matlab";1;2;1;1;1;1;2;1;1;1;1;;-1;1;1;1;1;;-2;"None";1;1;1;1;1;1;2;2;1;1;1;2;1;1;2;1;;3;6;4;4;2;4;3;3;1;3;1;1;1;2;2;1;2;1;;"Impose to publish with open source model codes";8;46;18;106;99;67;344;;2021-03-11 15:35:22;1;0;6;6;0;0;1.79;40
722;;;"base";"interview";2021-03-11 15:44:45;4;;;"12";5;1;2;1;1;1;1;1;1;1;1;1;1;;3;2;2;2;1;1;3;3;3;4;5;5;5;4;4;5;5;2;1;1;6;4;3;6;6;2;1;1;1;1;1;2;"MATLAB";1;3;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-1;;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;;3;6;5;2;2;2;4;4;4;-1;1;1;1;1;1;1;1;1;;"Every paper should provide code and data for running and plotting every figure in it.";16;87;80;287;163;159;792;;2021-03-11 15:57:57;1;0;6;6;0;0;0.79;0
723;;;"base";"interview";2021-03-11 15:57:21;3;;;"10";6;1;1;2;1;1;1;1;1;1;1;1;1;;1;1;1;2;1;1;4;1;2;6;5;4;6;1;1;6;6;4;1;1;6;4;3;5;5;2;2;1;1;2;2;1;;1;1;2;1;1;1;1;2;1;2;1;;3;2;2;2;1;;-2;"GPL";1;1;1;1;1;1;2;2;1;1;1;2;2;1;1;1;;1;5;5;6;2;4;5;5;1;-1;1;1;1;1;1;1;1;1;;"None";7;43;155;412;345;139;1101;;2021-03-11 16:15:42;1;0;6;6;0;0;1;16
725;;;"base";"interview";2021-03-11 16:39:40;3;;;"7";4;1;2;1;1;1;1;1;1;1;1;1;1;;2;1;2;2;1;1;1;6;4;5;4;1;4;4;2;4;4;1;1;1;6;4;4;2;4;1;3;2;1;2;2;1;;2;2;1;1;1;1;1;1;1;2;1;;2;2;1;2;1;;-2;"GNU";3;1;2;2;1;1;2;1;1;1;1;2;1;1;1;1;;4;6;6;5;2;4;4;4;4;-1;1;1;1;1;1;1;1;1;;"A reproducibility-test should be part of the review-process. ";34;72;38;281;154;197;776;;2021-03-11 16:52:36;1;0;6;6;0;0;0.8;1
727;;;"base";"interview";2021-03-11 16:46:10;7;"Professor Emeritus";;"50";5;1;2;1;1;1;1;1;1;1;1;1;1;;2;2;2;1;1;1;4;3;4;5;5;2;5;1;1;6;6;2;2;2;5;5;5;5;5;5;-1;1;1;1;1;1;;2;-2;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-1;;1;1;1;1;1;1;2;-2;1;1;1;1;1;1;1;1;;4;4;2;5;4;2;1;2;1;1;1;2;1;1;1;1;1;1;;"Make sure it works as described";12;111;31;211;138;124;627;;2021-03-11 16:56:37;1;0;6;6;0;0;1.02;5
733;;;"base";"interview";2021-03-11 17:30:04;7;"Federal government scientist";;"6";3;3;2;1;1;1;1;2;1;1;1;1;2;"Oceanography";2;2;2;1;1;1;2;5;5;4;3;2;6;3;3;6;4;2;2;2;6;6;4;5;6;2;2;1;1;2;1;2;"Matlab";1;1;2;1;1;1;1;2;1;2;1;;2;2;2;1;1;;-2;"US Government work - Public Domain";4;2;2;1;2;1;2;4;2;2;1;2;2;1;1;1;;3;5;5;5;5;3;5;5;3;-1;1;1;1;1;1;1;1;1;;"Encourage code releases or links to source-code repositories as part of the manuscript acceptance/publication process, similar to how data is now commonly required to be released. There also needs to be an acknowledgement of the importance of releasing code in funding opportunities, and specific funds allocated for that. ";142;62;8;117;109;188;498;;2021-03-11 17:40:30;1;0;6;6;0;0;1.36;35
734;;;"base";"interview";2021-03-11 17:36:48;3;;;"2";5;1;2;1;1;1;1;1;1;1;1;1;1;;2;1;2;2;1;1;1;4;3;3;3;3;4;5;4;5;4;1;2;2;5;3;4;3;5;4;1;1;1;1;2;1;;1;1;2;1;1;1;2;2;1;1;1;;3;2;2;2;1;;-1;;3;1;1;2;1;2;2;-1;1;1;1;1;1;1;1;1;;2;6;3;5;1;3;5;5;4;3;1;2;1;1;1;2;2;1;;"Funding dedicated to this would be great. Stricter requirements (e.g., code review with publication) could be useful, but I worry about unintended consequences and the practicality - e.g., might become more difficult to find reviewers, more difficult for early career researchers in computational fields to publish relative to competitiors in non-computational fields. ";1613;7299;14;109;132;138;485;;2021-03-11 20:11:54;1;0;6;6;0;0;1.03;18
738;;;"base";"interview";2021-03-11 18:01:48;8;;"Program Coordinator";"15";-1;3;1;1;1;2;1;2;1;1;2;1;1;;1;2;1;1;1;1;3;5;5;-1;-1;3;-1;5;5;-1;-1;-1;2;2;5;5;4;4;4;4;-1;1;1;1;1;1;;-1;-1;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-1;;-1;1;1;1;1;1;1;-1;1;1;1;1;1;1;1;1;;-1;5;5;5;4;4;5;5;3;-3;1;1;1;1;1;1;1;1;;"N/A";26;937;7;187;184;102;584;;2021-03-11 18:25:51;1;0;6;6;0;0;1.16;33
741;;;"base";"interview";2021-03-11 18:23:50;5;;;"30";6;1;2;1;1;1;1;1;1;1;1;1;1;;3;1;2;2;1;2;-1;-1;5;5;-1;-1;-1;5;5;3;3;1;1;2;6;6;5;6;6;6;1;2;1;1;1;1;;2;5;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-1;;1;1;2;1;1;1;1;-2;1;1;1;1;1;1;1;1;;3;6;-1;-1;-1;-1;6;6;3;-1;1;1;1;1;1;1;1;1;;;9;62;39;163;123;60;456;;2021-03-11 18:31:26;1;0;6;6;2;2;1.43;23
742;;;"base";"interview";2021-03-11 18:33:13;3;;;"7";5;3;2;1;2;1;1;1;1;1;2;1;1;;4;2;2;2;1;2;4;3;4;5;5;4;5;3;3;5;6;2;1;2;4;5;2;6;6;4;2;1;1;2;2;1;;2;2;3;1;2;1;2;2;1;1;1;;-1;1;1;1;1;;-1;;4;1;2;2;2;1;2;-2;1;1;1;1;1;1;1;1;;4;5;6;3;3;4;5;5;4;3;2;1;2;1;1;1;2;1;;"Move towards requiring all source code and data (that does not have legal restrictions on its use) to be published or deposited in a publicly available respository for all publications. ";4;81;35;143;114;101;478;;2021-03-11 18:41:11;1;0;6;6;0;0;1.5;31
746;;;"base";"interview";2021-03-11 20:06:21;6;;;"2";3;4;2;1;1;2;1;2;1;1;1;2;1;;1;1;2;1;1;1;3;4;5;5;3;2;2;2;2;5;5;-1;2;2;4;4;5;5;5;5;1;1;1;2;1;1;;2;3;-1;1;1;1;1;1;1;1;1;;2;2;2;1;1;;-1;;5;1;2;2;2;2;2;-1;1;1;1;1;1;1;1;1;;-1;5;4;4;6;4;6;6;4;-3;1;1;1;1;1;1;1;1;;"Having an AGU or University wide standard to follow in our discipline would be nice as an early career scientist in order to follow best practices. ";18;83;2;131;148;119;501;;2021-03-11 20:14:42;1;0;6;6;0;0;1.41;89
747;;;"base";"interview";2021-03-11 20:14:33;3;;;"10";5;2;2;1;1;1;1;1;1;2;1;1;1;;1;1;2;1;1;1;3;3;5;3;5;2;6;1;1;6;6;1;2;1;3;3;6;4;4;4;3;2;1;2;2;1;;1;1;4;2;1;2;2;1;2;1;1;;3;2;2;2;1;;-2;"MIT";3;1;2;1;1;2;2;3;1;2;1;2;2;1;1;1;;4;5;5;5;3;3;2;2;3;4;1;2;2;1;1;2;2;1;;"Hire more research software engineers that oversee sustainable software development practices and help with standardising, testing, and publishing research software.";14;77;41;154;155;215;656;;2021-03-11 20:25:29;1;0;6;6;0;0;0.95;2
750;;;"base";"interview";2021-03-11 22:22:41;3;;;"1";3;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;1;2;1;1;3;4;3;3;4;1;2;5;6;5;4;2;1;1;4;4;3;4;4;2;1;1;1;1;2;1;;1;1;1;1;1;1;1;1;1;1;2;"None";1;1;1;1;2;"No";-1;;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;"None";4;5;5;4;4;4;5;5;4;5;2;2;1;1;2;2;2;1;;"Journals should require code/data for publication where possible. Code review would be great, but it would probably be too time consuming for volunteer reviewers. Maybe journals could hire some data scientists to just check the code for correctness as a separate part of the review?";5;62;4;107;191;159;528;;2021-03-11 22:31:29;1;0;6;6;0;0;1.76;79
751;;;"base";"interview";2021-03-11 22:32:25;5;;;"36";-1;4;2;1;1;1;1;1;2;1;2;2;1;;1;1;2;1;1;1;3;5;5;5;2;2;5;-1;-1;5;5;2;2;2;6;6;6;6;6;6;1;1;1;1;1;2;"MATLAB";5;5;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-2;"NONE";2;1;2;1;1;1;2;-2;1;1;1;1;1;1;1;1;;2;6;-1;-1;-1;-1;-1;-1;1;-1;1;1;1;1;1;1;1;1;;"Journals should move towards requiring experimental reproducibility as a part of criteria for publication.
This means abandoning the publish or perish model as a basis for professional advancement.
To enable this, collaborations to assess reproducibility should be professionally rewarded.";22;139;81;242;198;475;1157;;2021-03-11 22:51:43;1;0;6;6;0;0;0.58;0
752;;;"base";"interview";2021-03-11 22:48:08;5;;;"23";5;3;2;2;1;1;1;2;1;1;1;1;1;;2;2;2;1;1;1;4;4;3;5;5;1;5;4;1;4;5;1;2;1;4;3;2;5;4;2;3;1;2;2;1;2;"Matlab";2;-2;1;1;1;2;1;1;1;1;1;;1;2;1;1;1;;-2;"BSD 3-Clause";1;1;2;1;1;1;1;4;1;2;2;2;1;2;1;1;;4;5;3;2;2;1;5;4;1;-1;1;1;1;1;1;1;1;1;;"Develop community standards for transparency and open-source softwater development (especially in the research community)
Develop funder requirements that scientific code and data be publicly available.  i.e., treat software similarly to data and technology, with a degree of public accessibility for publicly-funded research, but the opportunity to protect and commercialize resulting IP";87;63;15;138;788;221;1312;;2021-03-11 23:10:00;1;0;6;6;0;0;0.94;13
753;;;"base";"interview";2021-03-11 22:59:05;7;"~18 year researcher";;"18";5;2;2;1;1;1;1;1;1;1;1;2;1;;1;1;2;1;1;1;-1;-1;6;6;6;2;2;4;3;6;5;2;2;2;-1;4;5;4;5;-1;2;2;2;1;1;1;;2;2;1;1;1;1;1;2;1;1;1;;1;2;1;1;1;;-1;;3;1;2;2;1;1;2;-1;1;1;1;1;1;1;1;1;;3;5;5;-1;5;5;5;5;1;2;1;1;2;1;1;1;2;1;;"maybe give more credit to work/effort of developing model/code.";109;286;109;520;710;556;2195;;2021-03-11 23:37:15;1;0;6;6;0;0;0.26;0
756;;;"base";"interview";2021-03-11 23:16:19;3;;;"10";2;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;2;1;1;1;4;3;4;3;4;2;3;4;5;6;4;1;2;1;5;3;2;2;5;3;1;1;1;1;2;1;;2;4;1;1;1;1;1;2;1;1;1;;1;1;2;1;1;;-2;"GNU";2;1;2;1;1;1;2;-1;1;1;1;1;1;1;1;1;;2;4;4;4;4;4;2;2;1;2;1;1;2;1;1;1;2;1;;"Encourage publishing of code online in repostries like github.";20;72;32;218;149;102;593;;2021-03-11 23:26:12;1;0;6;6;0;0;1.03;6
767;;;"base";"interview";2021-03-12 00:10:51;3;;;"4";5;5;2;2;1;1;1;1;2;1;2;2;1;;2;1;2;2;1;1;4;2;3;5;5;5;4;5;3;6;6;3;2;1;3;3;5;6;6;5;1;1;1;1;2;1;;1;2;1;1;1;1;1;2;1;1;1;;-1;1;1;1;1;;-1;;4;1;2;2;2;1;2;1;1;1;1;1;1;1;2;1;;3;6;4;6;5;3;3;3;1;3;1;2;1;2;1;2;1;1;;"more funding sources to improve reproducibility";478;42;11;116;81;103;367;;2021-03-12 00:24:42;1;0;6;6;0;0;1.62;39
769;;;"base";"interview";2021-03-12 01:05:01;3;;;"2";2;2;2;1;1;1;1;1;1;1;1;2;1;;1;1;2;1;1;1;1;6;6;4;3;1;5;2;1;6;6;1;2;1;6;6;2;5;5;2;2;2;1;2;1;1;;1;1;-1;1;1;1;1;1;1;1;1;;1;2;1;1;1;;-2;"GPL3";1;1;1;1;1;1;2;3;2;1;1;2;2;1;1;1;;3;6;6;6;5;5;2;2;4;-1;1;1;1;1;1;1;1;1;;"Mostly an attitude & values thing. 

- Value publication of workflows and data similar to scientific findings
- Encourage the citing of dataset/code DOIs (in addition to any papers describing said data/code)
- Move away from the ""I needed time to create this code and I don't want others to benefit from my work"" attitude (by doing e.g. the two things above)


";9;33;33;79;156;265;575;;2021-03-12 01:14:36;1;0;6;6;0;0;1.45;27
773;;;"base";"interview";2021-03-12 03:45:48;3;;;"5";5;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;2;1;1;1;3;3;3;5;4;2;4;5;4;6;6;1;2;2;5;4;5;4;6;5;1;1;1;1;1;2;"MATLAB";2;2;-1;1;1;1;1;1;1;1;1;;1;2;1;1;1;;-2;"none";3;1;1;2;2;1;2;-1;1;1;1;1;1;1;1;1;;3;6;6;6;5;6;6;6;1;3;2;1;2;1;1;1;2;1;;"-";14;74;7;176;145;69;485;;2021-03-12 03:53:53;1;0;6;6;0;0;1.57;40
